filename,width,height,class,xmin,ymin,xmax,ymax
5991.jpg,1280,720,C,188,265,474,514
2184.jpg,1280,720,B,380,104,606,212
1109.jpg,1280,720,A,395,442,715,583
2331.jpg,1280,720,B,800,207,1029,397
320.jpg,1280,720,A,239,224,477,424
5192.jpg,1280,720,C,579,28,1187,284
5137.jpg,1280,720,C,671,98,911,242
5118.jpg,1280,720,C,146,345,446,671
3503.jpg,1280,720,B,301,180,540,333
1667.jpg,1280,720,A,255,204,493,424
5990.jpg,1280,720,C,740,350,1221,673
3244.jpg,1280,720,B,369,511,625,642
1720.jpg,1280,720,A,833,204,1031,488
3486.jpg,1280,720,B,178,336,360,476
1288.jpg,1280,720,A,730,453,1001,619
2591.jpg,1280,720,B,218,242,410,368
4064.jpg,1280,720,C,661,116,1090,258
1061.jpg,1280,720,A,306,197,647,318
4216.jpg,1280,720,C,920,94,1135,432
2582.jpg,1280,720,B,271,420,491,554
2484.jpg,1280,720,B,322,407,583,547
1790.jpg,1280,720,A,774,400,985,576
147.jpg,1280,720,A,387,406,687,544
2853.jpg,1280,720,B,686,96,933,226
809.jpg,1280,720,A,262,163,559,390
1082.jpg,1280,720,A,523,451,970,549
1725.jpg,1280,720,A,864,269,1079,546
3921.jpg,1280,720,C,716,64,1238,240
4954.jpg,1280,720,C,826,309,1069,463
5782.jpg,1280,720,C,146,129,711,216
1680.jpg,1280,720,A,948,296,1112,560
4108.jpg,1280,720,C,739,350,1109,539
3766.jpg,1280,720,B,754,157,951,270
1716.jpg,1280,720,A,239,262,407,545
0.jpg,1280,720,A,212,300,383,582
2895.jpg,1280,720,B,257,424,459,552
5702.jpg,1280,720,C,185,186,512,405
4685.jpg,1280,720,C,305,424,535,664
4480.jpg,1280,720,C,514,118,878,258
2267.jpg,1280,720,B,307,130,530,244
1475.jpg,1280,720,A,241,368,461,659
4427.jpg,1280,720,C,109,204,456,478
4346.jpg,1280,720,C,158,341,437,663
82.jpg,1280,720,A,449,438,825,566
3295.jpg,1280,720,B,287,417,564,556
3540.jpg,1280,720,B,782,349,1029,518
261.jpg,1280,720,A,233,206,470,437
3136.jpg,1280,720,B,225,254,413,374
5410.jpg,1280,720,C,171,433,581,592
4630.jpg,1280,720,C,271,461,487,624
174.jpg,1280,720,A,573,471,913,596
3637.jpg,1280,720,B,266,381,450,500
3780.jpg,1280,720,B,863,463,1044,574
2709.jpg,1280,720,B,198,193,441,342
5288.jpg,1280,720,C,858,372,1113,646
1039.jpg,1280,720,A,279,234,532,423
5734.jpg,1280,720,C,771,262,1160,527
5191.jpg,1280,720,C,856,418,1086,668
6108.jpg,1280,720,C,296,93,614,255
2177.jpg,1280,720,B,670,486,902,603
6032.jpg,1280,720,C,146,152,518,340
2988.jpg,1280,720,B,722,174,996,330
325.jpg,1280,720,A,302,360,526,567
4518.jpg,1280,720,C,183,104,404,351
5649.jpg,1280,720,C,144,343,443,671
560.jpg,1280,720,A,229,302,360,573
529.jpg,1280,720,A,168,202,500,395
5388.jpg,1280,720,C,738,44,1057,373
2216.jpg,1280,720,B,197,299,389,445
2225.jpg,1280,720,B,739,124,986,254
3667.jpg,1280,720,B,430,481,638,592
2622.jpg,1280,720,B,225,310,403,484
3230.jpg,1280,720,B,675,152,957,300
2879.jpg,1280,720,B,189,337,378,488
4472.jpg,1280,720,C,154,382,544,585
37.jpg,1280,720,A,428,114,753,227
1927.jpg,1280,720,B,715,137,974,270
6106.jpg,1280,720,C,145,87,578,290
1088.jpg,1280,720,A,714,143,941,354
486.jpg,1280,720,A,780,407,992,582
27.jpg,1280,720,A,912,311,1074,569
123.jpg,1280,720,A,289,532,755,625
2096.jpg,1280,720,B,229,332,454,480
1686.jpg,1280,720,A,328,369,547,577
682.jpg,1280,720,A,902,256,1106,480
1012.jpg,1280,720,A,576,464,893,593
6092.jpg,1280,720,C,139,148,526,299
2605.jpg,1280,720,B,911,343,1124,492
2693.jpg,1280,720,B,110,470,369,698
2363.jpg,1280,720,B,670,487,910,591
5956.jpg,1280,720,C,153,322,485,562
5101.jpg,1280,720,C,694,489,1074,667
4494.jpg,1280,720,C,50,200,376,480
1130.jpg,1280,720,A,758,341,1037,536
1224.jpg,1280,720,A,252,240,441,517
1887.jpg,1280,720,A,293,127,519,288
158.jpg,1280,720,A,719,457,994,620
1939.jpg,1280,720,B,237,288,411,414
1669.jpg,1280,720,A,233,354,478,521
3455.jpg,1280,720,B,782,360,1011,523
3396.jpg,1280,720,B,761,366,1004,543
1569.jpg,1280,720,A,774,158,1004,366
5196.jpg,1280,720,C,550,422,1020,659
6022.jpg,1280,720,C,774,156,1124,367
1967.jpg,1280,720,B,315,139,541,272
566.jpg,1280,720,A,697,424,1054,555
1353.jpg,1280,720,A,248,415,534,547
5915.jpg,1280,720,C,861,184,1140,487
4727.jpg,1280,720,C,126,17,820,242
4062.jpg,1280,720,C,267,40,475,291
98.jpg,1280,720,A,207,335,505,529
4233.jpg,1280,720,C,179,278,422,588
2301.jpg,1280,720,B,202,406,437,541
2373.jpg,1280,720,B,784,410,976,625
4413.jpg,1280,720,C,412,88,882,227
3336.jpg,1280,720,B,711,154,986,284
3201.jpg,1280,720,B,317,444,513,558
2730.jpg,1280,720,B,459,142,745,271
4060.jpg,1280,720,C,238,408,486,644
4140.jpg,1280,720,C,156,137,671,233
4846.jpg,1280,720,C,201,202,421,453
824.jpg,1280,720,A,755,405,978,589
2327.jpg,1280,720,B,713,161,948,286
221.jpg,1280,720,A,838,236,1052,495
2468.jpg,1280,720,B,851,235,1079,371
181.jpg,1280,720,A,243,311,423,579
213.jpg,1280,720,A,871,315,1022,607
5903.jpg,1280,720,C,580,102,1087,204
35.jpg,1280,720,A,356,105,678,238
912.jpg,1280,720,A,451,431,805,552
929.jpg,1280,720,A,574,458,864,585
1378.jpg,1280,720,A,736,361,1033,544
5925.jpg,1280,720,C,206,444,405,627
4692.jpg,1280,720,C,821,225,1158,544
2057.jpg,1280,720,B,676,492,909,598
1588.jpg,1280,720,A,857,368,1022,578
3532.jpg,1280,720,B,894,298,1094,425
5221.jpg,1280,720,C,466,492,1069,677
4777.jpg,1280,720,C,784,236,1131,470
3120.jpg,1280,720,B,266,178,524,333
4820.jpg,1280,720,C,147,187,476,439
778.jpg,1280,720,A,797,355,1039,597
5353.jpg,1280,720,C,144,383,490,702
3001.jpg,1280,720,B,852,353,1065,514
3074.jpg,1280,720,B,699,425,958,556
451.jpg,1280,720,A,278,127,548,311
5451.jpg,1280,720,C,804,380,1144,657
3591.jpg,1280,720,B,233,195,440,387
3365.jpg,1280,720,B,876,426,1059,543
5051.jpg,1280,720,C,854,2,1118,430
5403.jpg,1280,720,C,867,183,1057,447
2238.jpg,1280,720,B,777,389,1013,536
5418.jpg,1280,720,C,122,241,396,496
4664.jpg,1280,720,C,76,113,618,370
5319.jpg,1280,720,C,111,219,444,506
3644.jpg,1280,720,B,806,257,1040,418
2800.jpg,1280,720,B,860,296,1088,453
3155.jpg,1280,720,B,854,246,1058,441
5047.jpg,1280,720,C,75,123,667,302
2202.jpg,1280,720,B,668,488,946,615
4400.jpg,1280,720,C,277,61,718,300
1654.jpg,1280,720,A,231,387,516,531
1179.jpg,1280,720,A,622,161,914,324
5871.jpg,1280,720,C,202,298,488,578
1.jpg,1280,720,A,722,442,991,608
1418.jpg,1280,720,A,735,166,1037,289
3559.jpg,1280,720,B,480,463,777,592
318.jpg,1280,720,A,845,198,1028,482
2357.jpg,1280,720,B,244,391,433,522
1829.jpg,1280,720,A,406,129,734,244
1492.jpg,1280,720,A,222,519,644,629
1960.jpg,1280,720,B,860,381,1073,520
1519.jpg,1280,720,A,899,347,1005,577
2278.jpg,1280,720,B,344,138,560,243
5960.jpg,1280,720,C,151,313,408,526
5057.jpg,1280,720,C,86,339,465,563
3957.jpg,1280,720,C,880,220,1157,472
2352.jpg,1280,720,B,224,292,446,450
1046.jpg,1280,720,A,643,134,1041,251
857.jpg,1280,720,A,330,434,617,602
240.jpg,1280,720,A,893,247,1071,485
732.jpg,1280,720,A,260,184,560,360
5318.jpg,1280,720,C,783,173,1181,529
2345.jpg,1280,720,B,709,179,967,320
5292.jpg,1280,720,C,113,109,683,254
1766.jpg,1280,720,A,185,318,421,508
2300.jpg,1280,720,B,937,330,1119,482
3070.jpg,1280,720,B,919,266,1127,420
5621.jpg,1280,720,C,170,314,335,637
2960.jpg,1280,720,B,806,145,1018,259
4696.jpg,1280,720,C,857,382,1075,616
634.jpg,1280,720,A,725,385,1037,537
3586.jpg,1280,720,B,710,403,988,553
717.jpg,1280,720,A,355,410,666,559
1307.jpg,1280,720,A,244,358,480,517
3436.jpg,1280,720,B,294,384,550,525
3836.jpg,1280,720,C,43,449,431,646
6091.jpg,1280,720,C,137,157,404,444
6178.jpg,1280,720,C,702,486,1079,665
4771.jpg,1280,720,C,111,201,445,416
3331.jpg,1280,720,B,527,543,731,632
653.jpg,1280,720,A,230,217,453,463
925.jpg,1280,720,A,216,366,499,541
2122.jpg,1280,720,B,471,102,716,193
2143.jpg,1280,720,B,480,71,734,199
58.jpg,1280,720,A,880,252,1043,544
1533.jpg,1280,720,A,328,139,563,281
990.jpg,1280,720,A,266,198,535,371
1710.jpg,1280,720,A,708,424,961,587
186.jpg,1280,720,A,100,151,595,262
3444.jpg,1280,720,B,800,383,1048,546
5341.jpg,1280,720,C,179,160,567,349
2702.jpg,1280,720,B,90,275,316,426
1656.jpg,1280,720,A,907,309,1123,590
3193.jpg,1280,720,B,176,367,400,525
1682.jpg,1280,720,A,247,313,468,620
2040.jpg,1280,720,B,226,211,435,332
1119.jpg,1280,720,A,201,151,360,416
2395.jpg,1280,720,B,418,493,796,601
5309.jpg,1280,720,C,272,88,625,293
696.jpg,1280,720,A,907,235,1132,502
4048.jpg,1280,720,C,400,462,853,663
85.jpg,1280,720,A,793,192,1036,330
3988.jpg,1280,720,C,800,146,1032,363
1867.jpg,1280,720,A,935,309,1072,581
4619.jpg,1280,720,C,76,270,400,616
3282.jpg,1280,720,B,732,416,991,569
1941.jpg,1280,720,B,274,437,465,547
2628.jpg,1280,720,B,908,269,1133,437
3924.jpg,1280,720,C,124,247,460,546
4090.jpg,1280,720,C,641,470,967,625
1843.jpg,1280,720,A,416,502,839,602
1132.jpg,1280,720,A,785,179,1049,340
5784.jpg,1280,720,C,121,150,517,368
3154.jpg,1280,720,B,844,237,1047,456
3687.jpg,1280,720,B,810,413,1012,527
1446.jpg,1280,720,A,285,305,464,564
5078.jpg,1280,720,C,194,106,441,352
6056.jpg,1280,720,C,173,119,473,402
2916.jpg,1280,720,B,629,143,893,255
6049.jpg,1280,720,C,186,16,627,188
1856.jpg,1280,720,A,610,137,1036,263
5223.jpg,1280,720,C,654,111,1120,263
5885.jpg,1280,720,C,828,348,1084,613
1768.jpg,1280,720,A,300,160,772,258
1713.jpg,1280,720,A,856,249,1033,566
6062.jpg,1280,720,C,419,468,807,599
5656.jpg,1280,720,C,835,302,1123,503
5730.jpg,1280,720,C,205,381,593,647
5761.jpg,1280,720,C,45,460,446,650
5426.jpg,1280,720,C,194,313,453,596
4942.jpg,1280,720,C,156,366,520,565
6182.jpg,1280,720,C,139,256,387,501
354.jpg,1280,720,A,279,379,638,566
5150.jpg,1280,720,C,172,126,395,464
553.jpg,1280,720,A,235,484,620,602
554.jpg,1280,720,A,798,64,1028,342
3905.jpg,1280,720,C,177,454,552,592
1563.jpg,1280,720,A,810,82,1008,338
5596.jpg,1280,720,C,336,406,698,617
187.jpg,1280,720,A,783,284,998,499
5316.jpg,1280,720,C,723,73,1006,267
169.jpg,1280,720,A,476,482,878,606
2846.jpg,1280,720,B,851,244,1050,469
4888.jpg,1280,720,C,202,198,479,333
1523.jpg,1280,720,A,239,375,473,517
101.jpg,1280,720,A,303,109,586,268
5916.jpg,1280,720,C,816,296,1070,497
1761.jpg,1280,720,A,421,438,893,532
3432.jpg,1280,720,B,929,276,1126,445
2573.jpg,1280,720,B,60,146,398,311
2001.jpg,1280,720,B,155,327,339,462
2006.jpg,1280,720,B,344,214,532,327
628.jpg,1280,720,A,864,198,1122,429
592.jpg,1280,720,A,273,261,476,465
1250.jpg,1280,720,A,903,312,1067,606
2277.jpg,1280,720,B,260,191,463,308
5933.jpg,1280,720,C,798,195,1178,432
2070.jpg,1280,720,B,545,85,841,198
962.jpg,1280,720,A,280,130,482,333
1030.jpg,1280,720,A,896,297,1081,572
4864.jpg,1280,720,C,55,149,490,397
703.jpg,1280,720,A,492,186,880,302
4161.jpg,1280,720,C,175,117,352,441
2937.jpg,1280,720,B,525,503,751,616
2162.jpg,1280,720,B,148,279,347,421
5028.jpg,1280,720,C,295,489,877,640
4323.jpg,1280,720,C,177,230,421,371
3470.jpg,1280,720,B,732,407,983,560
3353.jpg,1280,720,B,797,189,1002,333
1591.jpg,1280,720,A,476,120,870,225
5121.jpg,1280,720,C,224,51,683,248
5952.jpg,1280,720,C,345,84,771,250
2788.jpg,1280,720,B,80,329,356,535
4264.jpg,1280,720,C,927,116,1104,440
5850.jpg,1280,720,C,198,441,395,628
2747.jpg,1280,720,B,416,499,680,616
2180.jpg,1280,720,B,195,398,394,528
1403.jpg,1280,720,A,395,462,846,577
2476.jpg,1280,720,B,507,82,767,209
5050.jpg,1280,720,C,339,90,703,231
3497.jpg,1280,720,B,630,502,917,627
1456.jpg,1280,720,A,631,151,901,303
3123.jpg,1280,720,B,283,427,474,544
373.jpg,1280,720,A,697,428,938,580
5160.jpg,1280,720,C,565,78,1198,250
1269.jpg,1280,720,A,374,123,779,258
1679.jpg,1280,720,A,751,177,1043,318
5891.jpg,1280,720,C,1140,62,1279,499
2802.jpg,1280,720,B,179,315,385,464
1613.jpg,1280,720,A,354,120,679,262
4168.jpg,1280,720,C,47,122,525,349
2093.jpg,1280,720,B,338,129,564,248
1996.jpg,1280,720,B,274,160,495,277
1838.jpg,1280,720,A,224,390,497,543
2490.jpg,1280,720,B,170,327,362,495
3216.jpg,1280,720,B,425,111,667,239
4585.jpg,1280,720,C,667,422,1014,631
1369.jpg,1280,720,A,734,389,1134,548
6060.jpg,1280,720,C,625,99,1190,289
4351.jpg,1280,720,C,264,409,676,642
4706.jpg,1280,720,C,601,479,957,633
5624.jpg,1280,720,C,61,525,557,675
2081.jpg,1280,720,B,545,104,849,239
4333.jpg,1280,720,C,140,22,506,231
2520.jpg,1280,720,B,421,476,658,591
603.jpg,1280,720,A,863,270,1018,564
5607.jpg,1280,720,C,735,393,1236,610
4899.jpg,1280,720,C,215,105,567,342
15.jpg,1280,720,A,242,133,455,352
936.jpg,1280,720,A,834,180,1098,374
1696.jpg,1280,720,A,260,175,585,337
1360.jpg,1280,720,A,200,292,400,592
6034.jpg,1280,720,C,217,41,425,428
56.jpg,1280,720,A,811,205,1044,367
4306.jpg,1280,720,C,362,100,747,251
921.jpg,1280,720,A,617,407,985,530
5473.jpg,1280,720,C,419,486,964,641
3170.jpg,1280,720,B,243,199,488,364
658.jpg,1280,720,A,255,305,532,549
6102.jpg,1280,720,C,845,246,1138,489
5688.jpg,1280,720,C,556,31,1005,272
3998.jpg,1280,720,C,151,48,469,387
673.jpg,1280,720,A,600,434,943,603
1249.jpg,1280,720,A,335,370,544,598
5683.jpg,1280,720,C,420,91,893,234
1177.jpg,1280,720,A,499,481,871,590
4265.jpg,1280,720,C,406,88,869,229
4172.jpg,1280,720,C,146,384,494,702
3947.jpg,1280,720,C,632,393,1197,616
5225.jpg,1280,720,C,133,194,458,452
5971.jpg,1280,720,C,164,296,376,672
3224.jpg,1280,720,B,306,399,569,537
4627.jpg,1280,720,C,795,180,1110,392
2151.jpg,1280,720,B,749,220,1007,380
4876.jpg,1280,720,C,760,126,1142,292
6048.jpg,1280,720,C,109,214,436,434
1476.jpg,1280,720,A,290,112,555,274
2794.jpg,1280,720,B,576,470,884,584
3297.jpg,1280,720,B,699,158,939,280
3235.jpg,1280,720,B,896,229,1076,371
5714.jpg,1280,720,C,861,224,1158,490
1891.jpg,1280,720,B,304,157,535,273
5749.jpg,1280,720,C,260,99,580,307
2717.jpg,1280,720,B,223,386,465,554
2423.jpg,1280,720,B,308,419,579,566
4527.jpg,1280,720,C,615,89,947,336
370.jpg,1280,720,A,935,293,1112,552
4566.jpg,1280,720,C,580,470,961,630
5934.jpg,1280,720,C,529,498,921,624
4952.jpg,1280,720,C,121,294,436,625
2553.jpg,1280,720,B,873,207,1049,327
2034.jpg,1280,720,B,565,93,849,223
1253.jpg,1280,720,A,216,348,456,523
4141.jpg,1280,720,C,298,94,605,258
2103.jpg,1280,720,B,813,399,1016,519
4649.jpg,1280,720,C,197,274,547,562
159.jpg,1280,720,A,860,345,986,687
3450.jpg,1280,720,B,158,293,327,475
1229.jpg,1280,720,A,182,305,400,501
528.jpg,1280,720,A,263,173,638,283
4285.jpg,1280,720,C,38,516,619,679
471.jpg,1280,720,A,211,262,469,473
235.jpg,1280,720,A,873,101,1092,386
2996.jpg,1280,720,B,715,426,961,569
5591.jpg,1280,720,C,157,103,368,419
5710.jpg,1280,720,C,255,418,515,642
5281.jpg,1280,720,C,387,471,735,617
980.jpg,1280,720,A,863,226,1068,463
4943.jpg,1280,720,C,97,205,390,496
593.jpg,1280,720,A,557,461,854,585
1770.jpg,1280,720,A,857,378,1065,595
2799.jpg,1280,720,B,780,426,1031,562
5911.jpg,1280,720,C,207,228,464,372
521.jpg,1280,720,A,614,115,1020,205
203.jpg,1280,720,A,339,409,590,589
2241.jpg,1280,720,B,822,394,1070,540
1642.jpg,1280,720,A,613,451,1017,553
481.jpg,1280,720,A,586,145,933,297
4752.jpg,1280,720,C,133,189,447,363
4012.jpg,1280,720,C,792,39,1137,412
464.jpg,1280,720,A,865,271,1079,550
212.jpg,1280,720,A,860,237,1024,400
4031.jpg,1280,720,C,768,364,1082,527
996.jpg,1280,720,A,241,230,427,487
1804.jpg,1280,720,A,255,515,696,620
4332.jpg,1280,720,C,176,149,599,322
3634.jpg,1280,720,B,211,192,460,354
2736.jpg,1280,720,B,185,320,411,476
1935.jpg,1280,720,B,196,282,442,447
1691.jpg,1280,720,A,243,484,671,593
4747.jpg,1280,720,C,311,64,785,297
899.jpg,1280,720,A,213,238,426,492
4404.jpg,1280,720,C,303,413,661,617
5917.jpg,1280,720,C,180,231,564,488
5733.jpg,1280,720,C,132,182,511,437
3372.jpg,1280,720,B,175,402,413,543
960.jpg,1280,720,A,806,198,1060,410
2221.jpg,1280,720,B,254,401,457,536
4364.jpg,1280,720,C,169,347,473,546
4565.jpg,1280,720,C,276,93,704,288
2259.jpg,1280,720,B,316,360,496,480
2712.jpg,1280,720,B,330,461,582,596
2563.jpg,1280,720,B,179,283,367,426
5809.jpg,1280,720,C,302,102,625,282
4756.jpg,1280,720,C,124,30,376,415
1999.jpg,1280,720,B,175,297,361,467
5837.jpg,1280,720,C,614,29,1222,186
2495.jpg,1280,720,B,251,172,470,305
3727.jpg,1280,720,B,173,360,362,490
2073.jpg,1280,720,B,346,107,577,219
1895.jpg,1280,720,B,174,338,378,490
5421.jpg,1280,720,C,747,53,977,296
6074.jpg,1280,720,C,39,24,246,424
1628.jpg,1280,720,A,840,223,1044,404
