filename,width,height,class,xmin,ymin,xmax,ymax
13135.jpg,1280,720,C,760,169,1061,323
2216.jpg,1280,720,A,803,342,1010,600
14432.jpg,1280,720,C,784,183,1103,391
4841.jpg,1280,720,A,343,384,594,582
10070.jpg,1280,720,B,603,482,844,600
9133.jpg,1280,720,B,736,197,999,346
16373.jpg,1280,720,C,535,498,879,634
13543.jpg,1280,720,C,212,96,467,346
1347.jpg,1280,720,A,552,177,841,368
2622.jpg,1280,720,A,818,348,1026,600
8238.jpg,1280,720,B,681,453,946,602
13555.jpg,1280,720,C,863,264,1121,539
4432.jpg,1280,720,A,242,412,534,549
4723.jpg,1280,720,A,584,425,1031,554
3504.jpg,1280,720,A,697,415,940,571
10604.jpg,1280,720,B,245,359,416,483
10976.jpg,1280,720,B,878,238,1066,363
2579.jpg,1280,720,A,632,116,1040,211
17321.jpg,1280,720,C,149,216,366,471
6819.jpg,1280,720,B,556,140,797,261
1495.jpg,1280,720,A,797,160,992,460
765.jpg,1280,720,A,248,460,582,578
9222.jpg,1280,720,B,328,453,527,563
6324.jpg,1280,720,B,876,450,1042,554
11251.jpg,1280,720,B,195,356,384,491
1832.jpg,1280,720,A,595,456,958,611
14569.jpg,1280,720,C,773,306,1064,634
1050.jpg,1280,720,A,923,313,1014,570
12546.jpg,1280,720,C,102,403,654,618
13106.jpg,1280,720,C,748,289,1084,501
17476.jpg,1280,720,C,241,432,478,630
15580.jpg,1280,720,C,230,98,513,310
6775.jpg,1280,720,B,192,307,370,425
4348.jpg,1280,720,A,222,250,395,541
1421.jpg,1280,720,A,316,150,533,324
16287.jpg,1280,720,C,528,522,1018,613
2549.jpg,1280,720,A,831,219,1061,415
15822.jpg,1280,720,C,195,198,386,371
1952.jpg,1280,720,A,361,421,644,588
4258.jpg,1280,720,A,243,295,414,606
17043.jpg,1280,720,C,515,467,931,613
4263.jpg,1280,720,A,296,171,714,292
437.jpg,1280,720,A,278,158,772,264
6659.jpg,1280,720,B,182,339,395,480
6217.jpg,1280,720,B,771,212,1014,367
6350.jpg,1280,720,B,212,319,384,451
6230.jpg,1280,720,B,959,356,1113,493
4652.jpg,1280,720,A,281,241,479,481
5175.jpg,1280,720,A,263,256,441,544
4288.jpg,1280,720,A,825,358,1105,534
814.jpg,1280,720,A,272,176,662,283
2067.jpg,1280,720,A,546,449,929,597
1619.jpg,1280,720,A,902,324,1107,590
656.jpg,1280,720,A,291,242,708,402
1832.jpg,1280,720,A,595,456,958,611
9108.jpg,1280,720,B,300,446,550,571
9918.jpg,1280,720,B,156,322,347,477
3683.jpg,1280,720,A,192,459,680,581
14738.jpg,1280,720,C,129,123,434,460
3642.jpg,1280,720,A,239,134,469,382
9532.jpg,1280,720,B,738,164,990,304
636.jpg,1280,720,A,291,382,505,602
2749.jpg,1280,720,A,260,175,609,334
8971.jpg,1280,720,B,339,117,567,217
10276.jpg,1280,720,B,297,443,555,568
3063.jpg,1280,720,A,184,344,465,545
13843.jpg,1280,720,C,101,275,559,564
17479.jpg,1280,720,C,177,169,498,313
11897.jpg,1280,720,C,362,87,776,222
2896.jpg,1280,720,A,326,364,612,563
16195.jpg,1280,720,C,668,450,1164,650
15136.jpg,1280,720,C,470,80,987,193
1961.jpg,1280,720,A,773,417,1023,594
16751.jpg,1280,720,C,267,449,474,611
10676.jpg,1280,720,B,856,387,1051,506
13973.jpg,1280,720,C,815,171,1126,370
5034.jpg,1280,720,A,721,346,1017,528
15885.jpg,1280,720,C,827,328,1138,665
15903.jpg,1280,720,C,535,77,982,209
12012.jpg,1280,720,C,158,293,412,517
3572.jpg,1280,720,A,272,219,626,343
18011.jpg,1280,720,C,822,193,1100,402
8681.jpg,1280,720,B,576,509,796,614
10488.jpg,1280,720,B,790,386,994,509
2567.jpg,1280,720,A,247,264,456,496
3679.jpg,1280,720,A,682,171,1009,286
17217.jpg,1280,720,C,209,291,485,473
6357.jpg,1280,720,B,645,458,889,578
3209.jpg,1280,720,A,277,197,560,363
17381.jpg,1280,720,C,277,36,797,258
17639.jpg,1280,720,C,782,232,1146,568
604.jpg,1280,720,A,276,268,485,493
5575.jpg,1280,720,B,271,159,505,291
5665.jpg,1280,720,B,872,364,1094,497
1025.jpg,1280,720,A,179,308,335,563
12600.jpg,1280,720,C,838,169,1151,477
6071.jpg,1280,720,B,677,466,905,579
7404.jpg,1280,720,B,798,225,1042,378
8328.jpg,1280,720,B,243,437,428,545
6201.jpg,1280,720,B,629,524,838,623
7124.jpg,1280,720,B,917,390,1093,507
14457.jpg,1280,720,C,313,490,924,681
6487.jpg,1280,720,B,295,167,478,274
17985.jpg,1280,720,C,157,96,366,396
5550.jpg,1280,720,A,945,299,1109,590
2382.jpg,1280,720,A,269,273,480,508
4501.jpg,1280,720,A,875,364,1057,578
3762.jpg,1280,720,A,611,456,907,591
13098.jpg,1280,720,C,888,110,1220,523
11329.jpg,1280,720,B,752,443,975,562
14210.jpg,1280,720,C,170,374,404,609
17968.jpg,1280,720,C,333,118,618,280
5619.jpg,1280,720,B,436,94,694,207
3422.jpg,1280,720,A,226,351,535,530
6448.jpg,1280,720,B,1073,300,1223,439
10418.jpg,1280,720,B,762,184,967,308
14240.jpg,1280,720,C,135,129,489,476
1710.jpg,1280,720,A,213,264,349,562
1233.jpg,1280,720,A,250,539,706,642
1372.jpg,1280,720,A,430,120,821,236
6929.jpg,1280,720,B,691,109,961,241
12663.jpg,1280,720,C,737,54,1134,316
4085.jpg,1280,720,A,278,142,505,327
5608.jpg,1280,720,B,112,322,255,472
6632.jpg,1280,720,B,781,141,982,249
7684.jpg,1280,720,B,907,324,1127,460
